	source	target	is_correct	logmap	logmap_exp	logmap-lt	aml	sanom	sanom_wordnet	ontoconnect	logmap-ml_owl2vec_star_label	logmap-ml_owl2vec_star_path	logmap-ml_word2vec_label	logmap-ml_word2vec_path	bertmap-us_200	bertmap-us_25	lxlhmeta	ljlevolutionary	baseline
32	code refactoring	refactoring tools	False	True	True	True	True	True	True	False	True	True	True	True	True	True	True	False	True
33	programming languages or programming paradigms	programming languages	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False
34	arrangements for software engineering	software engineering	False	False	True	False	False	True	True	True	False	False	False	False	False	False	False	False	False
35	creation or generation of source code	code generation	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False
36	object oriented; remote method invocation [rmi] 	object oriented method	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False
37	programming languages or programming paradigms	programming language	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False
38	software maintenance or management	computer software maintenance	False	False	True	False	False	True	True	True	False	False	False	False	False	False	False	False	False
39	code clone detection	code clone	False	False	True	False	False	True	True	False	False	False	False	False	False	False	False	False	False
40	optimisation	optimized evolution	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False
41	structural analysis for program understanding	program understanding	False	False	True	False	False	True	True	True	False	True	False	False	False	False	False	False	False
42	creation or generation of source code	code generations	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False
43	round-trip engineering	knowledge engineering	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False
44	transformation of program code	code transformation	False	False	False	False	True	True	True	True	False	False	False	False	False	False	False	False	False
45	software testing 	system testing	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False
46	type checking	typechecking	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False
47	semantic checking	denotational semantics	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False
48	procedural	computer operating procedures	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False
49	type checking	architecture types	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False
50	incremental compilation 	compilers	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False
51	loops	tracking loop	False	False	False	False	False	True	True	True	False	False	False	False	False	False	False	False	False
52	program documentation	requirements document	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False
53	object-oriented languages	object-oriented system	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False
54	graphical or visual programming	software visualization	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False
55	incremental compilation 	incremental development	False	False	False	False	False	True	True	True	False	False	False	False	False	False	False	False	False
56	program documentation	architecture documentation	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False
57	type checking	type class	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False
58	parsing	concrete syntax	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False
59	object-oriented	object-oriented system	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False
60	retargetable compilers	compile time	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False
61	preprocessors	php	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False
62	retargetable compilers	compilers	False	False	False	False	False	True	True	True	False	False	False	False	False	False	False	False	False
63	data distribution	distributed development	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False
64	compilation	compile time	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False
65	software metrics	complexity metrics	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False
66	parallel programming languages 	parallelizing	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False
67	data distribution	distributed coding	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False
68	software debugging using diagnostics 	program diagnostics	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False
69	code distribution 	distributed video coding	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False
70	aspect-oriented programming techniques	aspect-orientation	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False
71	code distribution 	distributed scheduling	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False
72	code distribution 	distributed memory	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False
73	code distribution 	distributed development	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False
74	parallel programming languages 	parallelism	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False
75	code distribution 	distributed coding	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False
76	software design	language design	False	False	False	False	False	True	True	False	False	True	False	False	False	False	False	False	False
77	type checking	type errors	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False
78	pointers; aliasing	pointer analysis	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False
79	incremental compilation 	compiler	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False
80	retargetable compilers	compiler	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False
81	preprocessors	php%3A hypertext preprocessor	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False
82	software maintenance or management	maintenance process	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False
83	requirements analysis; specification techniques	software requirements specifications	False	False	False	False	False	True	True	False	False	True	False	False	False	False	False	False	False
84	aspect-oriented programming techniques	aspect-oriented software	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False
85	incremental compilation 	compile time	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False
86	semantic checking	operational semantics	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False
87	structural analysis for program understanding	understandability	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False
88	procedural	inter-procedural	False	False	False	False	False	True	True	True	False	False	False	False	False	False	False	False	False
89	logic programming, e.g. prolog programming language	prolog %28programming language%29	False	False	False	False	False	True	True	True	False	False	False	False	False	False	False	False	False
90	software maintenance or management	architecture maintenance	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False
91	register renaming	register allocation	False	False	False	False	False	True	True	True	False	False	False	False	False	False	False	False	False
92	object-oriented	object oriented method	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False
93	aspect-oriented programming techniques	aspect-oriented	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False
94	object-oriented	object oriented approach	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False
95	software debugging by performing operations on the source code, e.g. via a compiler	software re-use	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
96	software debugging using diagnostics 	software debugging	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
97	buffers; shared memory; pipes	off-chip memories	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
98	encoding	gene expression programming	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
99	uninstallation	debuggers	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
100	software debugging by tracing the execution of the program tracing values on a bus	software debugging	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
101	interprogram communication	logic programs	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
102	type checking	type system	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
103	reducing the execution time required by the program code	run-time verification	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
104	reducing the memory space required by the program code	reduced instruction set computing	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
105	register allocation; assignment of physical memory space to logical memory space	memory hierarchy	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
106	user-generated data transfer, e.g. clipboards, dynamic data exchange [dde], object linking and embedding [ole]	spatial queries	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
107	methods or tools to render software testable	usability methods	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
108	checking; contextual analysis	dynamic analysis	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
109	software analysis for verifying properties of programs using software metrics	software effort estimation	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
110	lexical analysis	grammatical inference	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
111	functional or applicative languages; rewrite languages	functional programming languages	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
112	updates while running	runtime verification	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
113	unification or backtracking	graph transformation	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
114	software debugging of optimised code 	software debugging	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
115	syntactic analysis	grammatical inference	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
116	pointers; aliasing	coding techniques	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
117	updates {of program code stored in read-only memory [rom]}	real-time specification for javas	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
118	round-trip engineering	trade-off analysis	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
119	assessing vulnerabilities and evaluating computer system security	malware analysis	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
120	parallel programming languages 	programming languages	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
121	installation	software maintenance	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
122	detection or removal of dead or redundant code	erasure coding	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
123	image based installation; cloning; build to order	service-based systems	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
124	target code generation	code generation	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
125	inlining	parallelizing	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
126	environments for testing or debugging software	software debugging	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False
127	updates	defect reports	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
128	test management for test design, e.g. generating new test cases	test case prioritization	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
129	test management for test execution, e.g. scheduling of test suites	test case prioritization	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
130	test management for test version control, e.g. updating test cases to a new software version	test case prioritization	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
131	exploiting coarse grain parallelism in compilation, i.e. parallelism between groups of instructions	reduced instruction set computing	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
132	preventing errors by testing or debugging software	testing and debugging	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
133	incremental updates; differential updates	incremental development	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
134	software debugging	debuggers	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False
135	techniques for rebalancing the load in a distributed system	tactics for performance	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
136	dependency mechanisms, e.g. register scoreboarding	register allocation	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
137	list processing, e.g. lisp programming language	programming language	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
138	exlining; procedural abstraction	abstract interpretation	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
139	source to source	source code analysis	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
140	creation or generation of source code for implementing user interfaces	code generation	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
141	reducing the number of cache misses; data prefetching 	data prefetching	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
142	techniques for rebalancing the load in a distributed system involving task migration	tactics for availability	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
143	object oriented; remote method invocation [rmi] 	smart objects	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
144	addressing of a memory level in which the access to the desired data or data block requires associative addressing means, e.g. caches with prefetch	memory access patterns	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
145	reducing the energy consumption	efficiency increasing	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
146	dependency analysis; data or control flow analysis	spatial data infrastructure	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
147	test management for coverage analysis	test case prioritization	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
148	link editing before load time	runtime system	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
149	data distribution	geospatial web services	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
150	software analysis for verifying properties of programs using formal methods, e.g. model checking, abstract interpretation 	program analysis	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
151	code distribution 	source codes	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
152	code clone detection	erasure coding	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
153	software debugging of specific synchronisation aspects	debugging	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
154	message passing systems or structures, e.g. queues	message latency	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
155	optimisation	compiler optimizations	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
156	test management for test results analysis	test case prioritization	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
157	methods to solve the \year 2000\ [y2k] problem	verification problems	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
158	remote procedure calls [rpc]; web services	geospatial web services	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
159	software debugging by tracing the execution of the program	testing and debugging	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
160	retargetable	reusable components	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
161	interprogram communication {via adapters, e.g. between incompatible applications}	parallel program	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
162	event management; broadcasting; multicasting; notifications	message latency	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
163	software deployment	software systems	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
164	software analysis for verifying properties of programs 	program analysis	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
165	interprogram communication {where tasks reside in different layers, e.g. user- and kernel-space}	partitioned global address space	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
166	software debugging by instrumenting at runtime	software debugging	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
167	compiler construction; parser generation	compiler	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
168	instruction issuing, e.g. dynamic instruction scheduling, out of order instruction execution	reduced instruction set computing	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
169	reverse engineering; extracting design information from source code	source codes	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
170	software debugging using additional hardware using a specific debug interface	debuggers	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
171	software debugging using additional hardware	debuggers	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
172	compilation	dirty paper coding	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
173	graphical or visual programming	visual programming languages	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
174	preprocessors	subroutines	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
175	semantic checking	equivalence checking	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
176	updates using techniques specially adapted for alterable solid state memories, e.g. for eeprom or flash memories	real-time specification for javas	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
177	intelligent editors	ambient intelligent	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
178	decompilation; disassembly	multi-threading	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
179	parsing	denotational semantics	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
180	adapting program code to run in a different environment; porting	software reuse	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
181	allocation of resources, e.g. of the central processing unit [cpu] {to service a request the resource being a machine, e.g. cpus, servers, terminals considering the load}	service-based systems	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
182	software analysis for verifying properties of programs by runtime analysis 	software effort estimation	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
183	creation or generation of source code model driven	code generation	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
184	test management	regression testing	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
185	program documentation	program compilers	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
186	program documentation	programming model	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False
187	program documentation	concurrent programming	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
188	program documentation	reactive programming	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
189	source to source	gaussian sources	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
190	program documentation	automatic programming	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
191	code refactoring	erasure coding	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
192	code refactoring	code transformation	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
193	program documentation	parallel programs	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
194	program documentation	programming theory	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
195	program documentation	multicore programming	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
196	environments for testing or debugging software	program debugging	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
197	program documentation	generic programming	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
198	program documentation	program logic	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False
199	program documentation	visual programming	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
200	program documentation	programming framework	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False
201	software debugging	debugging process	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
202	code refactoring	coding techniques	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
203	environments for testing or debugging software	debugging	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
204	software metrics	meta programming	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
205	program documentation	logic programming	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
206	program documentation	program diagnostics	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False
207	code refactoring	parallel code	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
208	programming languages or programming paradigms	cobol %28programming language%29	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False
209	program documentation	programming models	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False
210	program documentation	program slicing	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
211	software reuse	reusable components	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False
212	software testing 	usability tests	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
213	code refactoring	code generations	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
214	code refactoring	dirty-paper coding	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
215	software testing 	usability test	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
216	code refactoring	code smell	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
217	software design	architecture design	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
218	program documentation	imperative programs	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
219	environments for testing or debugging software	testing and debugging	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
220	program documentation	novice programmers	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
221	program documentation	program translators	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False
222	software design	design concerns	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
223	program documentation	programming language	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
224	software design	ship designs	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
225	program documentation	program execution	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False
226	software debugging	debugging tools	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
227	program documentation	program verification	False	False	False	False	False	False	False	False	False	True	True	True	False	False	False	False	False
228	software testing 	regression tests	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False
229	software design	architecture designs	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
230	program documentation	novice programmer	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
231	software testing 	regression testing	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False
232	program documentation	parallel program	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
233	program documentation	programmability	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
234	program documentation	meta programming	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
235	program documentation	functional programs	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
236	program documentation	programming languages	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
237	code refactoring	code generation	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
238	program documentation	parallel programming	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
239	software testing 	system under test	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
240	software debugging	computer debugging	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
241	program documentation	logic programs	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
242	software reuse	reusable softwares	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False
243	encoding	home automation	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False
244	installation	scrum	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False
245	compilation	home automation	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False
246	requirements analysis; specification techniques	requirements engineering	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
247	structural analysis for program understanding	static analysis	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
248	data distribution	data parallel	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
249	object-oriented languages	object-oriented programming languages	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
250	software analysis for verifying properties of programs using formal methods, e.g. model checking, abstract interpretation 	formal verification	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
251	requirements analysis; specification techniques	requirements specification	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
252	object-oriented	object-oriented design	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
253	data distribution	data parallelism	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
254	structural analysis for program understanding	static analyzers	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
255	requirements analysis; specification techniques	requirement engineering	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
256	object-oriented	object oriented design	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
257	software testing 	debugging	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
258	software testing 	testing and debugging	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
259	software analysis for verifying properties of programs using formal methods, e.g. model checking, abstract interpretation 	formal verifications	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
260	software analysis for verifying properties of programs using software metrics	software metrics	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
261	software analysis for verifying properties of programs by runtime analysis 	runtime verification	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
262	semantic checking	static program analysis	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
263	register allocation; assignment of physical memory space to logical memory space	register allocation	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
264	encoding	program translators	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
