	source	target	is_correct	logmap	logmap_exp	logmap-lt	aml	sanom	sanom_wordnet	ontoconnect	logmap-ml_owl2vec_star_label	logmap-ml_owl2vec_star_path	logmap-ml_word2vec_label	logmap-ml_word2vec_path	bertmap-us_200	bertmap-us_25	lxlhmeta	ljlevolutionary	baseline
120	loops	Concurrency control	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
121	detection or removal of dead or redundant code	Source code generation	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
122	code clone detection	Software testing and debugging	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
123	optimisation	Software design tradeoffs	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
124	updates {of program code stored in read-only memory [rom]}	Just-in-time compilers	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
125	link editing before load time	Just-in-time compilers	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
126	dependency analysis; data or control flow analysis	Control structures	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
127	software metrics	Software notations and tools	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
128	register renaming	State based definitions	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
129	decompilation; disassembly	Software prototyping	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
130	structural analysis for program understanding	Requirements analysis	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
131	incremental updates; differential updates	Incremental compilers	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
132	software debugging by tracing the execution of the program	Software implementation planning	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
133	image based installation; cloning; build to order	Space-based architectures	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
134	buffers; shared memory; pipes	Input / output	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
135	dependency mechanisms, e.g. register scoreboarding	Software functional properties	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
136	list processing, e.g. lisp programming language	Distributed programming languages	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
137	updates using techniques specially adapted for alterable solid state memories, e.g. for eeprom or flash memories	Use cases	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
138	uninstallation	Runtime environments	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
139	reducing the memory space required by the program code	Extra-functional properties	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
140	event management; broadcasting; multicasting; notifications	Message passing	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
141	intelligent editors	Cooperating communicating processes	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
142	updates	Software post-development issues	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
143	adapting program code to run in a different environment; porting	Collaboration in software development	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
144	software debugging using diagnostics 	Software prototyping	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
145	test management for test design, e.g. generating new test cases	Just-in-time compilers	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
146	user-generated data transfer, e.g. clipboards, dynamic data exchange [dde], object linking and embedding [ole]	Object oriented development	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
147	data distribution	Software functional properties	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
148	software deployment	Software prototyping	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
149	software analysis for verifying properties of programs using software metrics	Requirements analysis	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
150	software debugging using additional hardware	Software maintenance tools	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
151	software debugging of optimised code 	Software prototyping	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
152	code distribution 	Software organization and properties	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
153	reducing the number of cache misses; data prefetching 	Data flow languages	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
154	test management for test execution, e.g. scheduling of test suites	Real-time schedulability	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
155	partial evaluation	Requirements analysis	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
156	interprogram communication {where tasks reside in different layers, e.g. user- and kernel-space}	Collaboration in software development	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
157	round-trip engineering	Model-driven software engineering	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
158	software reuse	Software infrastructure	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
159	procedural	Requirements analysis	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
160	remote procedure calls [rpc]; web services	Message passing	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
161	addressing of a memory level in which the access to the desired data or data block requires associative addressing means, e.g. caches with prefetch	Just-in-time compilers	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
162	parallel programming languages 	Distributed programming languages	False	False	False	False	False	False	False	False	True	True	True	False	False	False	False	False	False
163	parallel programming languages 	General programming languages	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False
164	retargetable compilers	Incremental compilers	False	False	False	False	False	False	False	False	True	True	True	True	False	False	False	False	False
165	parallel programming languages 	Concurrent programming languages	False	False	False	False	False	False	False	False	True	True	True	False	False	False	False	False	False
166	software maintenance or management	Software development process management	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
167	incremental compilation 	Just-in-time compilers	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False
168	incremental compilation 	Retargetable compilers	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False
169	object-oriented languages	Classes and objects	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
170	lexical analysis	Requirements analysis	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
171	retargetable compilers	Just-in-time compilers	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False
172	object-oriented languages	Assembly languages	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
173	object-oriented languages	Multiparadigm languages	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
174	object-oriented languages	Extensible languages	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
175	object-oriented languages	Functional languages	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
176	object-oriented languages	Imperative languages	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
177	lexical analysis	Operational analysis	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False
178	installation	Virtual memory	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False
179	programming languages or programming paradigms	Language types	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
180	software maintenance or management	Software post-development issues	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
181	software analysis for verifying properties of programs using software metrics	Software functional properties	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
182	software analysis for verifying properties of programs using formal methods, e.g. model checking, abstract interpretation 	Formal software verification	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
183	software testing 	Software defect analysis	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
184	creation or generation of source code model driven	Model-driven software engineering	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
185	compiler construction; parser generation	Translator writing systems and compiler generators	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
